logged_at,sport,market_type,home_team,away_team,match_date,start_time,outcome,total_line,decimal_odds,american_odds,implied_prob,market_implied_prob
2026-03-30T04:01:04Z,nba,moneyline,Thunder,Pistons,2026-03-31,2026-03-31T01:40:00Z,home,,1.14,-714,0.86,0.8772
2026-03-30T04:01:04Z,nba,moneyline,Thunder,Pistons,2026-03-31,2026-03-31T01:40:00Z,away,,7.0,600,0.14,0.1429
2026-03-30T04:01:04Z,nba,total,Thunder,Pistons,2026-03-31,2026-03-31T01:40:00Z,over,219.5,1.98,-102,0.491,0.5051
2026-03-30T04:01:04Z,nba,total,Thunder,Pistons,2026-03-31,2026-03-31T01:40:00Z,under,219.5,1.91,-110,0.509,0.5236
2026-03-30T04:01:04Z,nba,moneyline,Lakers,Wizards,2026-03-31,2026-03-31T02:10:00Z,home,,1.08,-1250,0.9003,0.9259
2026-03-30T04:01:04Z,nba,moneyline,Lakers,Wizards,2026-03-31,2026-03-31T02:10:00Z,away,,9.75,875,0.0997,0.1026
2026-03-30T04:01:04Z,nba,total,Lakers,Wizards,2026-03-31,2026-03-31T02:10:00Z,over,235.0,1.91,-110,0.509,0.5236
2026-03-30T04:01:04Z,nba,total,Lakers,Wizards,2026-03-31,2026-03-31T02:10:00Z,under,235.0,1.98,-102,0.491,0.5051
2026-03-30T04:01:04Z,nhl,moneyline,Islanders,Penguins,2026-03-30,2026-03-30T23:00:00Z,home,,1.83,-120,0.5367,0.5464
2026-03-30T04:01:04Z,nhl,moneyline,Avalanche,Flames,2026-03-31,2026-03-31T00:30:00Z,away,,3.95,295,0.2462,0.2532
2026-03-30T04:01:04Z,nhl,moneyline,Golden Knights,Canucks,2026-03-31,2026-03-31T02:00:00Z,away,,3.9,290,0.2514,0.2564
2026-03-30T04:01:04Z,ncaam,moneyline,Auburn,Illinois St Redbirds,2026-04-03,2026-04-03T01:30:00Z,away,,3.4,240,0.2857,0.2941
2026-03-30T04:01:04Z,ncaam,moneyline,UConn,Illinois,2026-04-04,2026-04-04T22:09:39Z,home,,2.2,120,0.4472,0.4545
2026-03-30T04:01:04Z,ncaam,moneyline,UConn,Illinois,2026-04-04,2026-04-04T22:09:39Z,away,,1.78,-128,0.5528,0.5618
2026-03-30T04:01:04Z,ncaam,moneyline,Arizona,Michigan,2026-04-05,2026-04-05T00:49:41Z,home,,2.02,102,0.4807,0.495
2026-03-30T04:01:04Z,ncaam,moneyline,Arizona,Michigan,2026-04-05,2026-04-05T00:49:41Z,away,,1.87,-115,0.5193,0.5348
2026-03-30T04:01:05Z,mlb,moneyline,Royals,Twins,2026-03-30,2026-03-30T20:11:00Z,away,,2.37,137,0.4134,0.4219
2026-03-30T04:01:05Z,mlb,total,Royals,Twins,2026-03-30,2026-03-30T20:11:00Z,over,9.5,1.95,-105,0.5038,0.5128
2026-03-30T04:01:05Z,mlb,total,Royals,Twins,2026-03-30,2026-03-30T20:11:00Z,under,9.5,1.98,-102,0.4962,0.5051
2026-03-30T04:01:05Z,mlb,moneyline,Orioles,Rangers,2026-03-30,2026-03-30T22:36:00Z,home,,1.83,-120,0.5332,0.5464
2026-03-30T04:01:05Z,mlb,moneyline,Orioles,Rangers,2026-03-30,2026-03-30T22:36:00Z,away,,2.09,109,0.4668,0.4785
2026-03-30T04:01:05Z,mlb,total,Orioles,Rangers,2026-03-30,2026-03-30T22:36:00Z,under,9.0,1.98,-102,0.491,0.5051
2026-03-30T04:01:05Z,mlb,moneyline,Marlins,White Sox,2026-03-30,2026-03-30T22:41:00Z,home,,1.8,-125,0.5443,0.5556
2026-03-30T04:01:05Z,mlb,moneyline,Marlins,White Sox,2026-03-30,2026-03-30T22:41:00Z,away,,2.15,115,0.4557,0.4651
2026-03-30T04:01:05Z,mlb,total,Marlins,White Sox,2026-03-30,2026-03-30T22:41:00Z,over,8.0,1.86,-116,0.5181,0.5376
2026-03-30T04:01:05Z,mlb,moneyline,Reds,Pirates,2026-03-30,2026-03-30T22:41:00Z,home,,1.81,-123,0.5429,0.5525
2026-03-30T04:01:05Z,mlb,moneyline,Reds,Pirates,2026-03-30,2026-03-30T22:41:00Z,away,,2.15,115,0.4571,0.4651
2026-03-30T04:01:05Z,mlb,total,Reds,Pirates,2026-03-30,2026-03-30T22:41:00Z,over,8.0,1.91,-110,0.509,0.5236
2026-03-30T04:01:05Z,mlb,total,Phillies,Nationals,2026-03-30,2026-03-30T22:41:00Z,under,9.0,1.95,-105,0.5,0.5128
2026-03-30T04:01:05Z,mlb,moneyline,Blue Jays,Rockies,2026-03-30,2026-03-30T23:08:00Z,away,,3.2,220,0.3059,0.3125
2026-03-30T04:01:05Z,mlb,total,Blue Jays,Rockies,2026-03-30,2026-03-30T23:08:00Z,under,8.5,1.98,-102,0.5025,0.5051
2026-03-30T04:01:05Z,mlb,moneyline,Braves,Athletics,2026-03-30,2026-03-30T23:16:00Z,home,,1.75,-133,0.5592,0.5714
2026-03-30T04:01:05Z,mlb,total,Braves,Athletics,2026-03-30,2026-03-30T23:16:00Z,under,9.0,2.09,109,0.4695,0.4785
2026-03-30T04:01:05Z,mlb,moneyline,Cubs,Angels,2026-03-30,2026-03-30T23:41:00Z,away,,2.64,164,0.3714,0.3788
2026-03-30T04:01:05Z,mlb,total,Cubs,Angels,2026-03-30,2026-03-30T23:41:00Z,over,9.5,2.01,101,0.4766,0.4975
2026-03-30T04:01:05Z,mlb,total,Cubs,Angels,2026-03-30,2026-03-30T23:41:00Z,under,9.5,1.83,-120,0.5234,0.5464
2026-03-30T04:01:05Z,mlb,total,Brewers,Rays,2026-03-30,2026-03-30T23:41:00Z,under,8.0,1.91,-110,0.5115,0.5236
2026-03-30T04:01:05Z,mlb,moneyline,Cardinals,Mets,2026-03-30,2026-03-30T23:46:00Z,home,,2.4,140,0.4132,0.4167
2026-03-30T04:01:05Z,mlb,total,Cardinals,Mets,2026-03-30,2026-03-30T23:46:00Z,over,8.5,1.85,-118,0.5305,0.5405
2026-03-30T04:01:05Z,mlb,total,Cardinals,Mets,2026-03-30,2026-03-30T23:46:00Z,under,8.5,2.09,109,0.4695,0.4785
2026-03-30T04:01:05Z,mlb,moneyline,Astros,Red Sox,2026-03-31,2026-03-31T00:11:00Z,home,,2.09,109,0.4736,0.4785
2026-03-30T04:01:05Z,mlb,moneyline,Astros,Red Sox,2026-03-31,2026-03-31T00:11:00Z,away,,1.88,-114,0.5264,0.5319
2026-03-30T04:01:05Z,mlb,total,Astros,Red Sox,2026-03-31,2026-03-31T00:11:00Z,over,8.5,1.95,-105,0.4974,0.5128
2026-03-30T04:01:05Z,mlb,total,Mariners,Yankees,2026-03-31,2026-03-31T01:41:00Z,over,7.5,1.91,-110,0.509,0.5236
2026-03-30T04:01:05Z,mlb,total,Mariners,Yankees,2026-03-31,2026-03-31T01:41:00Z,under,7.5,1.98,-102,0.491,0.5051
2026-03-30T04:01:05Z,mlb,total,Padres,Giants,2026-03-31,2026-03-31T01:41:00Z,over,8.0,1.87,-115,0.5205,0.5348
2026-03-30T04:01:05Z,mlb,moneyline,Diamondbacks,Tigers,2026-03-31,2026-03-31T02:11:00Z,home,,1.93,-108,0.5064,0.5181
2026-03-30T04:01:05Z,mlb,moneyline,Diamondbacks,Tigers,2026-03-31,2026-03-31T02:11:00Z,away,,1.98,-102,0.4936,0.5051
2026-03-30T04:01:05Z,mlb,moneyline,Dodgers,Guardians,2026-03-31,2026-03-31T02:11:00Z,away,,2.73,173,0.3607,0.3663
2026-03-30T04:01:05Z,mlb,total,Dodgers,Guardians,2026-03-31,2026-03-31T02:11:00Z,over,8.5,1.85,-118,0.5195,0.5405
2026-03-30T04:01:05Z,mma,moneyline,Guilherme Pat,Thomas Petersen,2026-04-04,2026-04-04T20:00:00Z,home,,1.93,-108,0.5089,0.5181
2026-03-30T04:01:05Z,mma,moneyline,Guilherme Pat,Thomas Petersen,2026-04-04,2026-04-04T20:00:00Z,away,,2.0,100,0.4911,0.5
2026-03-30T04:01:05Z,mma,moneyline,Dione Barbosa,Melissa Gatto,2026-04-04,2026-04-04T22:00:00Z,home,,1.7,-143,0.5696,0.5882
2026-03-30T04:01:05Z,mma,moneyline,Ethyn Ewing,Rafael Estevam,2026-04-04,2026-04-04T22:00:00Z,home,,1.67,-149,0.5856,0.5988
2026-03-30T04:01:05Z,mma,moneyline,Vicente Luque,Kelvin Gastelum,2026-04-11,2026-04-11T22:00:00Z,home,,2.9,190,0.3318,0.3448
2026-03-30T04:01:05Z,mma,moneyline,Vicente Luque,Kelvin Gastelum,2026-04-11,2026-04-11T22:00:00Z,away,,1.44,-227,0.6682,0.6944
2026-03-30T04:01:05Z,mma,moneyline,Joshua Van,Tatsuro Taira,2026-04-12,2026-04-12T02:45:00Z,away,,1.59,-169,0.6112,0.6289
2026-03-30T04:01:05Z,mma,moneyline,Jiri Prochazka,Carlos Ulberg,2026-04-12,2026-04-12T04:00:00Z,home,,1.76,-132,0.5499,0.5682
2026-03-30T04:01:05Z,mma,moneyline,Francis Ngannou,Philipe Lins,2026-05-17,2026-05-17T00:00:00Z,home,,1.07,-1429,0.8937,0.9346
2026-03-30T04:01:05Z,mma,moneyline,Francis Ngannou,Philipe Lins,2026-05-17,2026-05-17T00:00:00Z,away,,9.0,800,0.1063,0.1111
